,Cod,Grupo,Produto
2939,105,36,CACHECOL | CRIANCA
2940,106,36,CASACO | CRIANCA
2941,107,36,AGASALHO |  CASACO; SUETER; ETC. 
2942,201,36,BERMUDA E SHORT | CRIANCA
2943,202,36,SHORT | CRIANCA
2944,203,36,BERMUDA | CRIANCA
2945,204,36,BERMUDA E SHORT
2946,301,36,BLUSA OU CAMISA | CRIANCA
2947,302,36,CAMISA | CRIANCA
2948,303,36,BLUSA | CRIANCA
2949,304,36,BLUSA OU CAMISA
2950,305,36,CAMISETA | CRIANCA
2951,401,36,CALCA COMPRIDA | CRIANCA
2952,402,36,CALCA COMPRIDA
2953,501,36,CALCAO; SUNGA; MAIO E BIQUINI | CRIANCA
2954,502,36,SUNGA | CRIANCA
2955,503,36,MAIO | CRIANCA
2956,504,36,BIQUINI | CRIANCA
2957,505,36,TANGA | CRIANCA
2958,506,36,CALCAO; SUNGA; MAIO E BIQUINI
2959,601,36,CALCINHA E SUTIA | CRIANCA
2960,602,36,SUTIA | CRIANCA
2961,603,36,CALCINHA E SUTIA
2962,604,36,CALCINHA | CRIANCA
2963,701,36,CAMISETA E COLLANT | CRIANCA
2964,702,36,COLLANT | CRIANCA
2965,703,36,MALHA DE GINASTICA | CRIANCA
2966,704,36,ROUPA DE GINASTICA | CRIANCA
2967,705,36,CAMISETA E COLLANT
2968,801,36,CAMISOLA; PIJAMA; ROBE; ETC. | CRIANCA
2969,802,36,PIJAMA | CRIANCA
2970,803,36,ROBE | CRIANCA
2971,804,36,ROUPAO DE BANHO | CRIANCA
2972,805,36,CAMISOLA; PIJAMA; ROBE; ETC.
2973,806,36,BABY DOLL
2974,901,36,CONJUNTO ESPORTIVO | CRIANCA
2975,902,36,JOGGING | CRIANCA
2976,903,36,TRAINNING | CRIANCA
2977,904,36,CONJUNTO DE MOLETON | CRIANCA
2978,905,36,CONJUNTO ESPORTIVO
2979,1001,36,CUECA | CRIANCA
2980,1002,36,CUECAS
2981,1101,36,FRALDA DESCARTAVEL | CRIANCA
2982,1102,36,FRALDA DESCARTAVEL
2983,1201,36,FRALDA DE TECIDO | CRIANCA
2984,1202,36,FRALDA DE TECIDO
2985,1301,36,MACACAO | CRIANCA
2986,1302,36,JARDINEIRA | CRIANCA
2987,1303,36,MACACAO
2988,1401,36,MEIAS | CRIANCA
2989,1402,36,MEIA-CALCA | CRIANCA
2990,1403,36,MEIAS
2991,1501,36,PALETO; BLAZER E TERNO | CRIANCA
2992,1502,36,BLAZER | CRIANCA
2993,1503,36,TERNO | CRIANCA
2994,1601,36,SAIA | CRIANCA
2995,1602,36,SAIA
2996,1701,36,VESTIDO | CRIANCA
2997,1702,36,VESTIDO
2998,1801,36,OUTRAS ROUPAS DE BEBE | CRIANCA
2999,1802,36,CALCA PLASTICA | CRIANCA
3000,1803,36,CUEIRO | CRIANCA
3001,1804,36,MANTA | CRIANCA
3002,1805,36,CINTEIRO | CRIANCA
3003,1806,36,BABADOR | CRIANCA
3004,1807,36,CALCA ENXUTA | CRIANCA
3005,1808,36,UMBIGUEIRO | CRIANCA
3006,1809,36,SAPATINHO DE LA OU LINHA | CRIANCA
3007,1810,36,FLANELA PARA BEBE | CRIANCA
3008,1811,36,MIJAOZINHO | CALCA DE MALHA PARA BEBE
3009,1812,36,CONJUNTO PAGAO | CRIANCA
3010,1813,36,CONJUNTINHO PAGAO | CRIANCA
3011,1814,36,TROCA-FRALDAS
3012,1901,36,LENCO | CRIANCA
3013,2001,36,ANAGUA | CRIANCA
3014,2101,36,COMBINACAO | CRIANCA
3015,2201,36,GORRO | CRIANCA
3016,2301,36,SAIDA DE PRAIA | CRIANCA
3017,2401,36,LUVA DE COURO; MALHA; TECIDO | CRIANCA
3018,2501,36,CONJUNTO DE SHORT E CAMISA | CRIANCA
3019,2502,36,CONJUNTO DE SHORT E CAMISA
3020,2601,36,CAPA DE CHUVA | CRIANCA
3021,2701,36,ALUGUEL DE ROUPA | CRIANCA
3022,2801,36,LENCO DE CABECA | CRIANCA
3023,2901,36,CAMISA | UNIFORME DE ESPORTE | CRIANCA
3024,3001,36,CALCAO | UNIFORME DE ESPORTE | CRIANCA
3025,3101,36,MEIAO | UNIFORME DE ESPORTE | CRIANCA
3026,3201,36,FANTASIA | CRIANCA
3027,3301,36,BUSTIE | CRIANCA
3028,3401,36,CONJUNTO DE SAIA E BLUSA | CRIANCA
3029,3402,36,CONJUNTO DE SAIA E BLUSA
3030,3501,36,CONJUNTO DE CALCA E CAMISA | CRIANCA
3031,3502,36,CONJUNTO DE CALCA E CAMISA
3032,3601,36,QUIMONO | CRIANCA
3033,3602,36,UNIFORME DE JUDO | QUIMONO | CRIANCA
3034,3701,36,CONJUNTO DE CALCA E JAQUETA | CRIANCA
3035,3801,36,PONCHO DE LA | CRIANCA
3036,3901,36,MACAQUITO | CRIANCA
3037,4001,36,GRAVATA | CRIANCA
3038,4101,36,POLAINAS | CRIANCA
3039,4201,36,COLETE | CRIANCA
3040,4301,36,GRINALDA | CRIANCA
3041,4401,36,SLACK | CRIANCA
3042,4501,36,CONJUNTO DE SAIA E JAQUETA | CRIANCA
3043,4601,36,ENFEITE DE CABELO | CRIANCA
3044,4602,36,LACINHO | ENFEITE DE CABELO | CRIANCA
3045,4701,36,GUARDA-CHUVA E SOMBRINHA | CRIANCA
3046,4702,36,SOMBRINHA | CRIANCA
3047,4801,36,BONE E VISEIRA | CRIANCA
3048,4802,36,VISEIRA | CRIANCA
3049,4901,36,ENXOVAL DE BEBE
3050,5001,36,CHAPEU | CRIANCA
3051,5101,36,UNIFORME DE BALE | CRIANCA
3052,5201,36,UNIFORME PARA CORAL DE IGREJA | CRIANCA
3053,5301,36,CONJUNTO DE BERMUDA E BLUSA | CRIANCA
3054,9801,36,AGREGADO | CRIANCA
3055,101,37,ARTIGOS DE ARMARINHO
3056,102,37,LINHA
3057,103,37,ALFINETE
3058,104,37,AGULHA
3059,105,37,BOTAO
3060,106,37,RENDA
3061,107,37,NOVELO
3062,108,37,CARRETEL
3063,109,37,FECHO
3064,110,37,COLCHETE
3065,111,37,TESOURA
3066,112,37,ELASTICO
3067,113,37,ESTOJO DE COSTURA
3068,114,37,FITA METRICA
3069,115,37,ILHOS
3070,116,37,DEDAL
3071,117,37,CARRETILHA DE LINHA | CARRETEL DE LINHA DE ARMARINHO
3072,118,37,FITA DE FRALDA | ADESIVA
3073,119,37,FIVELA DE CINTO
3074,120,37,AGULHA DE TRICO; CROCHE; DE MAQUINA DE COSTURA
3075,121,37,FITA DE TECIDO
3076,122,37,CADARCO
3077,123,37,CORREIA DE CHINELO
3078,124,37,BARBANTE
3079,125,37,CORDAO
3080,126,37,CORDA DE ALGODAO
3081,127,37,PRESILHA DE FRALDA
3082,128,37,LASTEX | ELASTICO
3083,129,37,GUISO
3084,201,37,TECIDOS
3085,202,37,PLUMAS
3086,301,37,ROUPA DE BANHO
3087,302,37,TOALHA DE BANHO
3088,303,37,TOALHA INFANTIL DE BANHO
3089,304,37,JOGO DE TOALHAS DE BANHO
3090,305,37,TOALHA DE ROSTO
3091,401,37,ROUPA DE CAMA
3092,402,37,LENCOL
3093,403,37,MANTA DE CAMA
3094,404,37,COBERTOR
3095,405,37,FRONHA
3096,406,37,COLCHA
3097,407,37,EDREDON
3098,501,37,ROUPA DE MESA | TECIDO
3099,502,37,TOALHA DE MESA | TECIDO
3100,503,37,PANO DE PRATO
3101,504,37,JOGO DE MESA | TECIDO
3102,505,37,JOGO AMERICANO | TECIDO
3103,506,37,GUARDANAPO DE MESA | TECIDO
3104,601,37,ROUPA DE MESA | PLASTICO
3105,602,37,PANO DE CENTRO | PLASTICO
3106,603,37,TOALHA DE MESA | PLASTICO
3107,701,37,LEQUE
3108,801,37,TINTA DE TECIDO
3109,802,37,TINTURA DE ROUPA
3110,1001,37,CORTINADO
3111,1002,37,ACORTINADO
3112,1003,37,MOSQUITEIRO
3113,1004,37,BLACKOUT | PLASTICO DE JANELA
3114,1101,37,ENCHIMENTO | ALMOFADA; ETC.
3115,1102,37,ESPUMA DE ENCHIMENTO DE ALMOFADA;TRAVESSEIRO; ETC.
3116,1103,37,PAINA DE ENCHIMENTO DE ALMOFADA; TRAVESSEIRO; ETC.
3117,1104,37,ESPONJA DE ENCHIMENTO DE ALMOFADA; TRAVESSEIRO; ETC.
3118,1105,37,ENCHIMENTO | ALMOFADA; ETC.
3119,1201,37,REVESTIMENTO DE TABUA DE PASSAR ROUPA
3120,1301,37,AVENTAL;LUVA;ETC. PARA SERVICOS DOMESTICOS
3121,1302,37,LUVA PARA SERVICOS DOMESTICOS
3122,1303,37,LUVA MULTIUSO
3123,1401,37,OMBREIRA
3124,1501,37,PLASTICO
3125,1601,37,LENCOL DESCARTAVEL
3126,1701,37,PUNHO DE REDE
3127,1801,37,NAPA
3128,1802,37,CORINO
3129,1901,37,COURO
3130,2001,37,PROTETOR DE COLCHAO
3131,2101,37,TINTA DE CALCADO
3132,2201,37,PE-DE-COELHO
3133,2301,37,TRAVESSEIRO
3134,2401,37,ENXOVAL | ROUPAS DE CAMA; MESA; BANHO
3135,2501,37,ESPUMA DE COLCHAO
3136,2601,37,PRENDEDOR DE CHUPETA
3137,2701,37,ALCA PARA SUTIA
3138,2801,37,BASTIDOR
3139,2901,37,BICO PARA VESTIDO
3140,3001,37,BORDADO INGLES
3141,3101,37,PROTETOR DE ENDREDON
3142,3201,37,PROTETOR DE COBERTOR
3143,3301,37,PROTETOR DE TRAVESSEIRO
3144,3401,37,COLA PARA TECIDO
3145,3501,37,GOLA
3146,3601,37,LONA
3147,3701,37,INTERTELA
3148,3801,37,TOALHA DE MAO
3149,3901,37,TOALHA DE PRAIA
3150,4001,37,CABIDE
3151,4101,37,CAIXA DE PRESENTE
3152,4201,37,PAPEL DE PRESENTE
3153,4301,37,TRILHO DE MESA
3154,4401,37,FORRACAO DE BOTAO
3155,4501,37,JOGO DE COZINHA | TECIDO
3156,4601,37,PORTA-FRALDA
3157,4701,37,PORTA-CINTO
3158,9801,37,AGREGADO
3159,101,38,BOLSA E CARTEIRA DE HOMEM
3160,102,38,PASTA DE HOMEM
3161,103,38,MALETA
3162,104,38,CARTEIRA DE HOMEM
3163,105,38,BOLSA DE HOMEM
3164,201,38,BOLSA E CARTEIRA DE MULHER
3165,202,38,CARTEIRA DE MULHER
3166,203,38,BOLSA DE MULHER
3167,204,38,PORTA-CHEQUE | CARTEIRA DE MULHER
3168,301,38,FRASQUEIRA
3169,401,38,VALISE
3170,501,38,MALA
3171,601,38,SANDALIA DE CRIANCA | EXCETO DE BORRACHA OU PLASTICO
3172,701,38,SANDALIA DE HOMEM | EXCETO DE BORRACHA OU PLASTICO
3173,801,38,SANDALIA DE MULHER | EXCETO DE BORRACHA OU PLASTICO
3174,901,38,SANDALIA DE BORRACHA DE CRIANCA; HOMEM E MULHER
3175,902,38,SANDALIA DE BORRACHA DE CRIANCA; HOMEM E MULHER
3176,1001,38,SANDALIA E SAPATO DE PLASTICO DE CRIANCA
3177,1002,38,SAPATO DE PLASTICO DE CRIANCA
3178,1003,38,SANDALIA E SAPATO PLASTICO | CRIANCA
3179,1101,38,SANDALIA E SAPATO DE PLASTICO DE MULHER
3180,1102,38,SAPATO DE PLASTICO DE MULHER
3181,1103,38,SANDALIA E SAPATO PLASTICO | MULHER
3182,1201,38,SAPATO E BOTA DE CRIANCA | EXCETO DE PLASTICO
3183,1202,38,BOTA DE CRIANCA | EXCETO DE PLASTICO
3184,1301,38,SAPATO E BOTA DE HOMEM
3185,1302,38,BOTA DE HOMEM
3186,1401,38,SAPATO E BOTA DE MULHER | EXCETO DE PLASTICO
3187,1402,38,BOTA DE MULHER | EXCETO DE PLASTICO
3188,1501,38,TENIS DE CRIANCA
3189,1601,38,TENIS DE HOMEM E MULHER
3190,1701,38,CINTO DE HOMEM
3191,1801,38,CINTO DE MULHER
3192,1901,38,CHINELO
3193,1902,38,PANTUFA
3194,2001,38,TAMANCO
3195,2101,38,CINTO DE CRIANCA
3196,2201,38,SUSPENSORIO
3197,2301,38,BOLSA DE CRIANCA
3198,2302,38,CARTEIRA DE CRIANCA
3199,2303,38,PONCHETE
3200,2304,38,POCHETE
3201,2401,38,SAPATINHO DE BEBE | EXCETO DE LA
3202,2501,38,MOCHILA | EXCETO ESCOLAR
3203,2601,38,ALPARGATA DE HOMEM
3204,2701,38,ALPARGATA DE MULHER
3205,2801,38,ALPARGATA DE CRIANCA
3206,2901,38,ALUGUEL DE BOLSA; CALCADO; CINTO; CHAPEU; LUVA; ETC.
3207,3001,38,SAPATILHA
3208,3002,38,SAPATILHA DE BALE
3209,3003,38,SAPATILHA DE GINASTICA
3210,3201,38,SANDALIA E SAPATO DE PLASTICO DE HOMEM
3211,3202,38,SAPATO DE PLASTICO DE HOMEM
3212,3301,38,GALOCHA DE CRIANCA;HOMEM E MULHER
3213,3401,38,BOTA DE PLASTICO DE CRIANCA
3214,3501,38,PORTA-NIQUEIS
3215,3601,38,SACOLA DE BEBE
3216,3701,38,SACOLA DE VIAGEM
3217,3702,38,BOLSA DE VIAGEM
3218,3801,38,CARRINHO DE CARREGAR MALA; VALISE; ETC.
3219,3901,38,BOLSA | NAO ESPECIFICADA
3220,4001,38,SANDALIA | NAO ESPECIFICADA
3221,4101,38,SAPATO | NAO ESPECIFICADO
3222,4201,38,ALPARGATA | NAO ESPECIFICADA
3223,4301,38,BOTA | NAO ESPECIFICADA
3224,4401,38,COTURNO
3225,4501,38,CINTO | NAO ESPECIFICADO
3226,4601,38,TENIS | NAO ESPECIFICADO
3227,4701,38,BOTA DE PLASTICO OU BORRACHA | GENERO NAO ESPECIFICADO
3228,4801,38,SANDALIA DE PLASTICO
3229,4901,38,CARTEIRA | NAO ESPECIFICADA
3230,9801,38,AGREGADO
3231,101,39,COPO COMUM DE VIDRO
3232,102,39,CONJUNTO DE COPOS COMUNS DE VIDRO
3233,103,39,COPO DE VIDRO COMUM
3234,201,39,PRATO DE LOUCA
3235,202,39,CONJUNTO DE PRATOS DE LOUCA
3236,203,39,JOGO DE PRATOS DE LOUCA
3237,301,39,TRAVESSA DE VIDRO OU LOUCA
3238,401,39,XICARA COMUM
3239,402,39,CONJUNTO DE XICARAS COMUNS
3240,501,39,OUTROS UTENSILIOS DE VIDRO OU LOUCA
3241,502,39,OUTROS UTENSILIOS VIDRO OU LOUCA
3242,601,39,FRIGIDEIRA;LEITEIRA;ETC.
3243,602,39,PANELA
3244,603,39,LEITEIRA
3245,604,39,PANELA DE PRESSAO
3246,605,39,PIPOQUEIRA | PANELA
3247,606,39,FRIGIDEIRA; LEITEIRA; ETC.
3248,701,39,TALHERES
3249,702,39,FACA
3250,703,39,GARFO
3251,704,39,COLHER
3252,705,39,CONJUNTO DE COLHERES
3253,706,39,CONJUNTO DE GARFOS
3254,707,39,CONJUNTO DE FACAS
3255,708,39,CONJUNTO DE ESCUMADEIRAS
3256,709,39,CONJUNTO DE CONCHAS
3257,801,39,OUTROS UTENSILIOS DE METAL
3258,802,39,SOCADOR DE CARNE | METAL
3259,803,39,CANECA DE METAL
3260,804,39,RALADOR DE QUEIJO
3261,805,39,ESCORREDOR DE METAL
3262,806,39,ABRIDOR DE GARRAFA;LATA;ETC.
3263,807,39,TORRADEIRA DE PAO | EXCETO ELETRICA
3264,808,39,FACAO
3265,809,39,LATA DE CONDIMENTO | AVULSA
3266,810,39,PORTA-CONDIMENTO | AVULSO
3267,811,39,SUPORTE DE PANELAS
3268,812,39,FORMA DE BAURU
3269,813,39,FORMA DE BOLO; PIZZA; PUDIM; TORTA
3270,814,39,PORTA-COPOS
3271,815,39,RASPADOR DE COCO
3272,816,39,TRIPE DE PANELAS | METAL
3273,817,39,BALDE DE ALUMINIO
3274,818,39,MARMITA DE ALUMINIO
3275,819,39,AGULHA DE DESENTUPIR FOGAO
3276,820,39,PROTETOR DE FERRO ELETRICO
3277,821,39,CONJUNTO DE BALDES DE ALUMINIO
3278,822,39,CONJUNTO DE BACIAS DE ALUMINIO
3279,823,39,JOGO DE BACIAS DE ALUMINIO
3280,824,39,CONJUNTO DE MARMITAS
3281,825,39,JOGO DE MARMITAS
3282,826,39,CONJUNTO DE FORMAS DE BOLO; PIZZA; PUDIM; TORTA
3283,827,39,BACIA DE ALUMINIO
3284,828,39,BACIA DE ESMALTE
3285,829,39,BACIA DE INOX
3286,901,39,UTENSILIOS DE PLASTICO
3287,902,39,BALDE PLASTICO
3288,903,39,BACIA PLASTICA
3289,904,39,GARRAFA PLASTICA DE AGUA
3290,905,39,VASILHAME PLASTICO DE MANTIMENTOS
3291,906,39,GARRAFAO PLASTICO DE AGUA
3292,907,39,ENGRADADO PLASTICO
3293,908,39,PORTA-TOALHA DE PLASTICO
3294,909,39,ARMARIO DE PLASTICO DE BANHEIRO
3295,910,39,BANHEIRA PLASTICA DE CRIANCA OU BEBE
3296,911,39,CONJUNTO DE BANHEIRO | PLASTICO
3297,912,39,CONJUNTO PLASTICO DE BANHEIRO
3298,913,39,ASSENTO DE VASO SANITARIO
3299,914,39,TAMPA DE TANQUE | PLASTICO
3300,915,39,TORNEIRA DE FILTRO | PLASTICO
3301,916,39,PORTA-PAPEL HIGIENICO
3302,917,39,VITASUCO | COPO DE LIQUIDIFICADOR
3303,918,39,ENFEITE DE GELADEIRA | PLASTICO
3304,919,39,OURINOL | PLASTICO
3305,920,39,PENICO | PLASTICO
3306,921,39,SUPORTE DE GARRAFA TERMICA | PLASTICO
3307,922,39,COPO DE LIQUIDIFICADOR
3308,923,39,BASE DE LIQUIDIFICADOR
3309,924,39,COPO E BASE DE LIQUIDIFICADOR
3310,925,39,CESTA DE ACRILICO
3311,926,39,SABONETEIRA PLASTICA
3312,927,39,SUPORTE PARA PAPEL ALUMINIO | PLASTICO
3313,928,39,SUPORTE PARA PAPEL HIGIENICO | PLASTICO
3314,929,39,PRESSURIZADOR DE CHUVEIRO
3315,930,39,CONJUNTO DE BALDES PLASTICOS
3316,931,39,CONJUNTO DE BACIAS DE PLASTICO
3317,932,39,CONJUNTO PLASTICO DE MANTIMENTOS OU CONDIMENTOS
3318,933,39,JOGO PLASTICO DE MANTIMENTOS OU CONDIMENTOS
3319,934,39,CONJUNTO PLASTICO DE CONDIMENTOS
3320,935,39,JOGO PLASTICO DE CONDIMENTOS
3321,936,39,IMA DE GELADEIRA
3322,1001,39,GARRAFA TERMICA
3323,1101,39,VELA DE FILTRO
3324,1201,39,CAPACHO
3325,1301,39,CONJUNTO DE LATAS DE MANTIMENTOS
3326,1302,39,LATA DE MANTIMENTOS
3327,1401,39,MANGUEIRA DE PLASTICO OU BORRACHA
3328,1501,39,CONJUNTO DE SALADEIRAS
3329,1502,39,JOGO DE SALADEIRAS
3330,1503,39,SALADEIRA
3331,1601,39,UTENSILIOS DE MADEIRA
3332,1602,39,ENGRADADO DE MADEIRA
3333,1603,39,TABUA DE CARNE
3334,1604,39,SOCADOR DE ALHO | MADEIRA
3335,1605,39,SUPORTE PARA PAPEL HIGIENICO | MADEIRA
3336,1701,39,CAPA DE LIQUIDIFICADOR; ENCERADEIRA; MAQUINA DE LAVAR; ETC.
3337,1801,39,CONJUNTO DE FORMAS DE BARQUETE
3338,1802,39,BARQUETE | FORMA
3339,1803,39,JOGO DE FORMAS DE BARQUETE
3340,1901,39,COADOR DE TECIDO
3341,2001,39,BUJAO DE GAS | VAZIO
3342,2002,39,BUTIJAO DE GAS | VAZIO
3343,2008,39,CLUBE | BAILE E FESTA
3344,2201,39,UTENSILIOS DE BARRO
3345,2202,39,PANELA DE BARRO
3346,2203,39,CONJUNTO DE PANELAS DE BARRO
3347,2204,39,JOGO DE PANELAS DE BARRO
3348,2301,39,UTENSILIOS DE ACRILICO
3349,2302,39,ACRILICO | UTENSILIOS
3350,2303,39,COPO DE ACRILICO
3351,2401,39,PRATO DE ESMALTE
3352,2501,39,UTENSILIOS DE ISOPOR
3353,2502,39,ISOPOR | CAIXA E OUTROS UTENSILIOS
3354,2503,39,PORTA-MAMADEIRA DE ISOPOR
3355,2601,39,PASSADEIRA
3356,2602,39,TAPETE DE PANO
3357,2801,39,UTENSILIOS DE BORRACHA
3358,2802,39,CORTINA E TAPETE DE BORRACHA OU PLASTICO
3359,2803,39,TAPETES DE BORRACHA OU PLASTICO
3360,3001,39,CESTO PARA ROUPA
3361,3002,39,SACOLA PARA ROUPA
3362,3101,39,APARELHO DE CORTAR VERDURA
3363,3102,39,CORTADOR DE VERDURA | APARELHO
3364,3201,39,CONJUNTO DE ESPETOS DE METAL
3365,3202,39,JOGO DE ESPETOS DE METAL
3366,3301,39,FRUTEIRA | INOX
3367,3401,39,UTENSILIOS DE FIBRA VEGETAL
3368,3402,39,PENEIRA DE FIBRA VEGETAL
3369,3501,39,BANDEJA | INOX
3370,3601,39,PORTA-TOALHA DE TECIDO
3371,3701,39,CONJUNTO DE TECIDO DE BANHEIRO
3372,3702,39,JOGO DE TECIDO DE BANHEIRO
3373,3801,39,SAPATEIRA
3374,3901,39,TACA DE SORVETE
3375,3902,39,CONJUNTO PARA SORVETE
3376,3903,39,CONJUNTO DE TACAS PARA SORVETE
3377,4001,39,PROTETOR DE PORTA
3378,4101,39,CAPA DE SOFA
3379,4201,39,JARRA DE CRISTAL
3380,4301,39,COPO DE CRISTAL
3381,4401,39,LANCHEIRA | EXCETO ESCOLAR
3382,4501,39,CAMISA DE LAMPIAO A GAS
3383,4502,39,CAMISINHA DE LAMPIAO A GAS
3384,4601,39,PORTA-BOLO DE PORCELANA
3385,4602,39,BANDEJA DE PORCELANA | PORTA-BOLO
3386,4701,39,EXTENSAO DE FERRO ELETRICO | ESPECIFICO
3387,4801,39,SUPORTE PARA GARRAFAO DE AGUA
3388,4802,39,SUPORTE PARA AGUA MINERAL
3389,4901,39,VARAL | DE APARTAMENTO
3390,4902,39,VARAL DE CORDINHAS | REGULAVEL
3391,5001,39,REGISTRO DE FOGAO
3392,5002,39,RELOGIO DE FOGAO
3393,5003,39,REGISTRO DE BOTIJAO DE GAS
3394,5004,39,VALVULA DE BOTIJAO DE GAS
3395,5005,39,RELOGIO DE BOTIJAO DE GAS
3396,5101,39,TACA DE CRISTAL
3397,5201,39,PES PARA GELADEIRA | METAL; LOUCA; ETC.
3398,5202,39,PES DE GELADEIRA | METAL; LOUCA; ETC.
3399,5301,39,CONJUNTO DE TRAVESSAS REFRATARIAS | PARA MICROONDAS
3400,5302,39,JOGO DE TRAVESSAS REFRATARIAS | PARA MICROONDAS
3401,5401,39,BORRACHA DE PANELA DE PRESSAO
3402,5501,39,CAPA DE SOM; VIDEO
3403,5601,39,BACIA INDETERMINADA
3404,5701,39,BALDE
3405,5801,39,ASSADEIRA
3406,5901,39,ACUCAREIRO
3407,6001,39,BANDEJA
3408,6002,39,CONJUNTO DE BANDEJAS
3409,6101,39,BATEDOR DE OVOS | MANUAL
3410,6201,39,BULE
3411,6301,39,CALDEIRAO
3412,6401,39,CANECA
3413,6501,39,CHALEIRA
3414,6601,39,COMPOTEIRA
3415,6701,39,CONCHA
3416,6801,39,CONJUNTO DE CHIMARRAO
3417,6901,39,CONJUNTO DE PIREX
3418,7001,39,CONJUNTO DE SOBREMESA
3419,7101,39,CONJUNTO DE POTES
3420,7201,39,COPO DE ALUMINHO
3421,7301,39,COPO | INOX
3422,7401,39,CORTADOR DE BOLO
3423,7501,39,CORTADOR DE PIZZA
3424,7601,39,CUSCUZEIRA
3425,7701,39,ESCORREDOR DE ARROZ
3426,7801,39,ESCUMADEIRA
3427,7901,39,ESPREMEDOR DE METAL
3428,8001,39,FARINHEIRA
3429,8101,39,FORMA DE CREPE
3430,8201,39,FORMA DE GELO
3431,8301,39,FORMA DE PAO
3432,8401,39,FORMA DE MISTO-QUENTE
3433,8501,39,FRUTEIRA
3434,8601,39,FUNIL
3435,8701,39,JARRA
3436,8801,39,CONJUNTO DE JARRA E COPOS
3437,8901,39,JOGO DE CANECAS
3438,9001,39,GRELHA
3439,9101,39,JOGO DE TIGELAS
3440,9102,39,TIGELA
3441,9201,39,CESTA DE PALHA
3442,9301,39,GALHETEIRO
3443,9401,39,MANTEIGUEIRA
3444,9501,39,PALITEIRO
3445,9601,39,OMELETEIRA
3446,9701,39,PAPEIRO
3447,9801,39,AGREGADO
3448,9901,39,PES PARA FOGAO | METAL; LOUCA; ETC.
3449,10001,39,PILAO
3450,10101,39,PINCEL DE COZINHA
3451,10201,39,PORTA-OBJETOS | MADEIRA; ACRILICO; LOUCA; METAL; ETC.
3452,10301,39,SALEIRO
3453,10401,39,SUPORTE PARA BUJAO DE GAS
3454,10501,39,RALO DE PIA
3455,101,40,BIJUTERIA
3456,102,40,COLAR
3457,103,40,PINGENTE
3458,104,40,BRINCO
3459,105,40,BROCHE
3460,106,40,GARGANTILHA
3461,107,40,ANEL
3462,201,40,CACHIMBO
3463,401,40,DECALQUES
3464,501,40,OCULOS SEM GRAU
3465,502,40,LENTES DE OCULOS SEM GRAU
3466,601,40,LENTE DE CONTATO COLORIDA
3467,701,40,TRANSPORTE DE MERCADORIAS
3468,702,40,TRANSPORTE DE ANIMAIS
3469,901,40,ALUGUEL DE CAIXA FORTE E COFRE
3470,1101,40,MASCARA DE CARNAVAL
3471,2201,40,ADESIVO PLASTICO OU PANFLETO
3472,2202,40,PANFLETO OU ADESIVO PLASTICO
3473,2301,40,MOEDA
3474,2501,40,SELO | HOBBY
3475,2502,40,ALBUM DE SELOS
3476,2503,40,ALBUM DE CARTOES
3477,2601,40,BATERIA DE RELOGIO; BRINQUEDO; APARELHO AUDITIVO; ETC.
3478,2602,40,BATERIA DE RELOGIO; BRINQUEDO
3479,2901,40,PARAFINA
3480,3001,40,CIGARREIRA
3481,3101,40,CHAVEIRO
3482,3201,40,BOMBA E CUIA OU PORONGO DE CHIMARRAO
3483,3202,40,BOMBA DE CHIMARRAO
3484,3203,40,CUIA DE CHIMARRAO
3485,3204,40,PORONGO DE CHIMARRAO
3486,3401,40,PLASTIFICACAO DE DOCUMENTO
3487,3501,40,PINCEL;TINTA E VERNIZ PARA PINTURA DE TELA; VASO; ETC.
3488,3502,40,TINTA PARA PINTURA DE TELA; VASO; ETC.
3489,3503,40,VERNIZ PARA PINTURA DE TELA; VASO; ETC.
3490,3504,40,TELA PARA PINTURA
3491,3601,40,PORTA-OCULOS
3492,3701,40,BABY BAG
3493,3702,40,CANGURU | BABY BAG
3494,3801,40,MONOCULO
3495,4201,40,ALUGUEL DE ASSENTO
3496,4301,40,CAVALETE DE PINTURA DE TELA
3497,4901,40,MASCARA PROTETORA | PROTECAO PROFISSIONAL
3498,5001,40,PEDRA DE AMOLAR
3499,5002,40,AMOLADOR | PEDRA
3500,6001,40,LIMPADOR DE CACHIMBO
3501,6101,40,BOLSA DE CACHIMBO
3502,6701,40,DESMAGNETIZADOR DE FITA DE VIDEOCASSETE
3503,6801,40,FLAMULA
3504,6901,40,CANIVETE
3505,7101,40,ISQUEIRO DESCARTAVEL
3506,7201,40,ISQUEIRO NAO DESCARTAVEL | DE USO PESSOAL
3507,7301,40,ACENDEDOR DE FOGAO
3508,7401,40,PRENDEDOR DE GRAVATA
3509,7501,40,COFRE
3510,7601,40,CALENDARIO
3511,9801,40,AGREGADO
3512,101,41,ONIBUS URBANO | VIAGEM
3513,102,41,ONIBUS URBANO
3514,201,41,TREM | VIAGEM
3515,202,41,TREM
3516,301,41,AVIAO | VIAGEM
3517,302,41,AVIAO
3518,401,41,NAVIO | VIAGEM
3519,402,41,NAVIO
3520,501,41,COMBUSTIVEL DE VEICULO | VIAGEM
3521,502,41,COMBUSTIVEL DE VEICULO
3522,601,41,ALIMENTACAO | VIAGEM
3523,602,41,ALIMENTACAO
3524,603,41,BEBIDAS
3525,701,41,HOSPEDAGEM | VIAGEM
